user_id,product_id,rating,rating_count,time_of_day,day_of_week,month,season,device_type,gender,category,brand,price,original_price,discount_percentage,product_views,purchase_intent,interaction_type,timestamp,day_name,is_weekend,hour,date,price_range,uid,iid
91,490,2.506145578806143,356,morning,1,6,autumn,mobile,M,Shirt,Zara,1604912,1803273,11,775,low,view,2024-06-17 11:54:07,Tuesday,0,11,2024-06-17,Premium,90,389
55,336,5.0,129,evening,5,10,autumn,desktop,M,Hat,Dickies,1077654,1436872,25,106,high,purchase,2023-10-25 01:29:33,Saturday,1,1,2023-10-25,Premium,54,235
4,365,5.0,227,morning,0,8,summer,mobile,F,Skirt,Dickies,876064,1030664,15,309,high,cart,2023-08-17 05:14:52,Monday,0,5,2023-08-17,Mid,3,264
81,391,5.0,259,morning,5,6,spring,tablet,M,Cargo Pants,Carhartt,1172149,1502756,22,271,low,cart,2023-06-18 10:56:59,Saturday,1,10,2023-06-18,Premium,80,290
180,324,3.3136751502162705,327,afternoon,3,8,summer,mobile,M,Cardigan,Uniqlo,2135344,2426528,12,1421,high,view,2023-08-30 14:32:05,Thursday,0,14,2023-08-30,Luxury,179,223
127,495,5.0,84,afternoon,2,12,summer,mobile,F,Shoes,Nike,2319029,2898787,20,130,high,purchase,2024-12-12 15:21:44,Wednesday,0,15,2024-12-12,Luxury,126,394
188,353,3.4326659064507212,251,evening,1,5,spring,desktop,M,Blouse,Uniqlo,420224,506294,17,1865,low,view,2023-05-03 20:44:18,Tuesday,0,20,2023-05-03,Budget,187,252
11,206,5.0,115,evening,0,1,autumn,mobile,F,Jacket,Puma,2037347,2611984,22,249,high,cart,2024-01-28 04:17:33,Monday,0,4,2024-01-28,Luxury,10,105
9,391,5.0,240,morning,0,8,autumn,mobile,F,Sweater,Gucci,712975,829041,14,245,high,cart,2024-08-09 09:34:10,Monday,0,9,2024-08-09,Mid,8,290
187,363,2.187691222385758,359,afternoon,0,11,autumn,mobile,F,Polo Shirt,Lacoste,1699263,1999133,15,1837,medium,view,2023-11-17 14:40:14,Monday,0,14,2023-11-17,Premium,186,262
134,326,5.0,378,evening,6,5,autumn,mobile,F,Shirt,H&M,2424404,2693783,10,146,high,purchase,2023-05-07 19:46:20,Sunday,1,19,2023-05-07,Luxury,133,225
100,148,5.0,367,afternoon,0,12,summer,mobile,F,Jeans,Ralph Lauren,927702,1220661,24,246,medium,cart,2023-12-04 12:40:13,Monday,0,12,2023-12-04,Mid,99,47
44,366,3.1330652363633655,202,afternoon,4,10,summer,mobile,F,Blouse,Zara,159366,212488,25,2054,high,view,2024-10-09 15:28:35,Friday,0,15,2024-10-09,Budget,43,265
74,345,5.0,394,morning,5,4,summer,mobile,F,Sweater,Calvin Klein,2468961,2939240,16,73,medium,purchase,2024-04-02 08:13:55,Saturday,1,8,2024-04-02,Luxury,73,244
28,482,5.0,233,evening,4,7,autumn,mobile,F,Polo Shirt,Mango,1052371,1283380,18,171,high,purchase,2023-07-25 04:08:12,Friday,0,4,2023-07-25,Premium,27,381
99,376,5.0,137,morning,6,9,autumn,tablet,F,Hat,Uniqlo,1915944,2520979,24,92,high,purchase,2024-09-30 09:59:10,Sunday,1,9,2024-09-30,Premium,98,275
85,194,4.109528821622401,377,morning,2,1,autumn,desktop,M,Sneakers,Dickies,687250,780967,12,523,low,view,2023-01-21 09:40:24,Wednesday,0,9,2023-01-21,Mid,84,93
85,191,2.8438248841498615,320,evening,3,4,summer,desktop,M,Bag,Adidas,2463265,2864262,14,970,medium,view,2024-04-27 01:15:30,Thursday,0,1,2024-04-27,Luxury,84,90
113,192,3.2031442812725444,28,afternoon,3,6,autumn,desktop,F,Shirt,The North Face,550467,714893,23,296,low,view,2024-06-07 17:56:24,Thursday,0,17,2024-06-07,Mid,112,91
69,118,5.0,268,evening,6,5,autumn,tablet,F,Skirt,H&M,1379888,1815643,24,141,low,purchase,2023-05-24 20:42:18,Sunday,1,20,2023-05-24,Premium,68,17
156,247,5.0,169,morning,6,4,summer,mobile,M,T-shirt,Gucci,587679,699619,16,226,medium,cart,2023-04-27 11:16:00,Sunday,1,11,2023-04-27,Mid,155,146
196,218,5.0,50,evening,0,8,summer,mobile,F,Cardigan,Carhartt,1174876,1432776,18,99,high,purchase,2023-08-18 03:03:56,Monday,0,3,2023-08-18,Premium,195,117
83,485,2.480025270919656,385,evening,1,8,autumn,tablet,M,Shoes,Lacoste,1369581,1711977,20,1435,high,view,2024-08-10 00:15:27,Tuesday,0,0,2024-08-10,Premium,82,384
45,227,5.0,266,evening,3,6,autumn,mobile,F,T-shirt,Gucci,1469901,1770966,17,385,medium,cart,2023-06-06 04:14:42,Thursday,0,4,2023-06-06,Premium,44,126
13,466,5.0,100,evening,5,9,winter,desktop,M,Dress,Nike,192416,243565,21,279,medium,cart,2023-09-29 23:10:07,Saturday,1,23,2023-09-29,Budget,12,365
91,397,5.0,385,evening,4,9,summer,mobile,F,Cardigan,Ralph Lauren,2169801,2583097,16,107,high,purchase,2024-09-24 23:15:36,Friday,0,23,2024-09-24,Luxury,90,296
127,280,2.6786552304664624,374,afternoon,2,5,winter,mobile,M,Skirt,Ralph Lauren,450618,570403,21,1625,medium,view,2023-05-12 14:35:18,Wednesday,0,14,2023-05-12,Budget,126,179
87,188,5.0,334,afternoon,6,2,autumn,desktop,M,Shoes,Ralph Lauren,383865,451607,15,27,high,purchase,2023-02-05 14:53:57,Sunday,1,14,2023-02-05,Budget,86,87
197,428,5.0,211,evening,5,4,autumn,mobile,F,Sweater,Pull&Bear,733468,824122,11,216,medium,purchase,2023-04-12 03:01:32,Saturday,1,3,2023-04-12,Mid,196,327
83,161,3.0050212633273605,233,morning,2,3,summer,tablet,F,Hat,The North Face,1124969,1339249,16,818,low,view,2024-03-02 10:50:27,Wednesday,0,10,2024-03-02,Premium,82,60
70,493,5.0,300,afternoon,5,6,spring,mobile,M,Hat,Calvin Klein,716215,954954,25,339,high,cart,2024-06-25 14:06:11,Saturday,1,14,2024-06-25,Mid,69,392
165,416,5.0,259,morning,4,6,summer,mobile,M,Cardigan,The North Face,2077666,2698268,23,109,high,purchase,2023-06-10 11:44:47,Friday,0,11,2023-06-10,Luxury,164,315
114,429,5.0,265,afternoon,5,4,winter,mobile,F,Jacket,Levi's,221749,267168,17,98,high,purchase,2023-04-27 13:08:09,Saturday,1,13,2023-04-27,Budget,113,328
134,181,5.0,156,evening,0,10,winter,mobile,F,Dress,Levi's,1062623,1265028,16,31,high,purchase,2023-10-29 19:41:07,Monday,0,19,2023-10-29,Premium,133,80
79,462,2.155348783744321,291,evening,0,6,winter,desktop,M,Jeans,Pull&Bear,883444,1027261,14,581,low,view,2024-06-17 03:01:40,Monday,0,3,2024-06-17,Mid,78,361
53,272,5.0,135,morning,6,5,winter,mobile,F,Shirt,Zara,2056734,2671084,23,98,high,purchase,2023-05-11 06:54:46,Sunday,1,6,2023-05-11,Luxury,52,171
113,403,2.701575048576448,196,evening,1,5,autumn,mobile,F,Cardigan,Lacoste,661737,816960,19,1372,medium,view,2023-05-06 03:57:49,Tuesday,0,3,2023-05-06,Mid,112,302
108,258,5.0,64,afternoon,5,1,summer,desktop,F,Bag,Pull&Bear,2313789,2722105,15,92,high,purchase,2023-01-05 15:29:58,Saturday,1,15,2023-01-05,Luxury,107,157
125,493,3.536539458793181,133,afternoon,5,8,autumn,mobile,F,Cargo Pants,The North Face,2530137,2811264,10,334,high,view,2024-08-06 14:50:38,Saturday,1,14,2024-08-06,Luxury,124,392
96,206,2.5950442169796126,183,evening,3,3,autumn,desktop,F,T-shirt,Calvin Klein,782766,869740,10,1722,low,view,2023-03-03 02:39:59,Thursday,0,2,2023-03-03,Mid,95,105
109,278,5.0,130,evening,4,9,summer,mobile,F,Sweater,The North Face,933342,1196593,22,241,medium,purchase,2024-09-04 18:42:57,Friday,0,18,2024-09-04,Mid,108,177
38,249,3.5321057146590027,54,afternoon,0,8,summer,tablet,M,Blouse,Gucci,1172106,1562808,25,1451,medium,view,2024-08-17 14:44:11,Monday,0,14,2024-08-17,Premium,37,148
74,222,3.043075221122598,362,morning,1,1,summer,mobile,M,Shoes,Dickies,2120278,2617628,19,1889,low,view,2023-01-22 07:49:10,Tuesday,0,7,2023-01-22,Luxury,73,121
103,227,3.5362909856154774,268,evening,3,4,summer,desktop,M,Hat,Calvin Klein,1710788,1900876,10,1211,low,view,2023-04-30 01:00:49,Thursday,0,1,2023-04-30,Premium,102,126
16,259,5.0,178,afternoon,3,2,autumn,mobile,M,Sweater,Levi's,443547,561453,21,83,high,purchase,2024-02-08 17:36:14,Thursday,0,17,2024-02-08,Budget,15,158
46,433,2.7204401183323568,348,evening,0,3,autumn,mobile,M,Bag,Uniqlo,2259830,2860545,21,1165,high,view,2024-03-14 18:15:09,Monday,0,18,2024-03-14,Luxury,45,332
86,344,5.0,250,morning,6,2,winter,mobile,F,Dress,The North Face,1472944,1963926,25,113,high,purchase,2023-02-13 11:48:09,Sunday,1,11,2023-02-13,Premium,85,243
136,294,5.0,166,afternoon,6,10,autumn,desktop,F,Shirt,Calvin Klein,1166208,1356056,14,159,high,purchase,2024-10-03 15:18:52,Sunday,1,15,2024-10-03,Premium,135,193
22,137,1.9686961025073755,371,evening,5,2,winter,desktop,F,Hat,Mango,2066109,2347852,12,518,low,view,2023-02-27 02:28:10,Saturday,1,2,2023-02-27,Luxury,21,36
167,212,4.882686024848614,199,afternoon,4,4,spring,mobile,F,Dress,Dickies,443754,510063,13,411,high,cart,2024-04-21 12:29:36,Friday,0,12,2024-04-21,Budget,166,111
188,139,5.0,91,evening,5,1,autumn,mobile,M,Sunglasses,H&M,1129936,1412420,20,95,high,purchase,2024-01-12 23:39:22,Saturday,1,23,2024-01-12,Premium,187,38
90,335,5.0,395,evening,4,12,summer,mobile,F,Skirt,Ralph Lauren,1644816,2164232,24,338,medium,purchase,2023-12-14 02:21:15,Friday,0,2,2023-12-14,Premium,89,234
104,152,5.0,343,evening,5,3,summer,mobile,M,Jeans,Dickies,603945,718983,16,76,high,purchase,2023-03-15 00:11:11,Saturday,1,0,2023-03-15,Mid,103,51
110,362,5.0,398,evening,6,8,summer,mobile,M,Polo Shirt,Lacoste,2556400,2972559,14,33,high,purchase,2024-08-11 03:40:41,Sunday,1,3,2024-08-11,Luxury,109,261
89,127,2.8337246545576926,361,afternoon,0,10,autumn,mobile,M,Cardigan,Zara,2328814,2875080,19,1640,medium,view,2024-10-26 12:03:39,Monday,0,12,2024-10-26,Luxury,88,26
44,246,5.0,306,evening,6,2,autumn,mobile,F,Polo Shirt,Uniqlo,1930880,2245210,14,67,high,purchase,2023-02-20 23:59:32,Sunday,1,23,2023-02-20,Premium,43,145
109,305,5.0,293,evening,6,3,summer,mobile,M,Skirt,Ralph Lauren,1557372,1899235,18,203,high,purchase,2023-03-11 19:26:21,Sunday,1,19,2023-03-11,Premium,108,204
176,472,5.0,118,evening,6,12,summer,mobile,M,Dress,Nike,2157687,2839063,24,211,high,cart,2023-12-25 02:36:55,Sunday,1,2,2023-12-25,Luxury,175,371
135,278,3.4819159953673653,342,evening,2,5,autumn,desktop,F,T-shirt,Ralph Lauren,1946955,2187590,11,1861,low,view,2024-05-11 22:42:54,Wednesday,0,22,2024-05-11,Premium,134,177
156,173,5.0,294,evening,2,3,summer,mobile,M,Cargo Pants,H&M,2276362,2742605,17,498,medium,cart,2023-03-28 20:02:46,Wednesday,0,20,2023-03-28,Luxury,155,72
59,413,2.0771969261889383,70,evening,6,8,summer,desktop,M,Cardigan,Lacoste,416952,555937,25,1214,low,view,2024-08-22 21:12:30,Sunday,1,21,2024-08-22,Budget,58,312
66,307,5.0,266,evening,1,10,winter,mobile,M,Blouse,Uniqlo,2536745,2984406,15,486,high,cart,2024-10-11 23:48:20,Tuesday,0,23,2024-10-11,Luxury,65,206
49,356,5.0,245,afternoon,6,6,autumn,mobile,M,Sunglasses,Nike,521820,669000,22,151,medium,purchase,2023-06-07 16:43:52,Sunday,1,16,2023-06-07,Mid,48,255
190,191,2.2736369945407016,237,afternoon,1,11,summer,desktop,M,Jacket,Mango,1666749,1894033,12,1736,low,view,2024-11-16 14:17:58,Tuesday,0,14,2024-11-16,Premium,189,90
64,142,4.568441316299666,26,afternoon,0,1,autumn,desktop,M,Sweater,Uniqlo,2054061,2307934,11,163,high,cart,2024-01-20 17:59:47,Monday,0,17,2024-01-20,Luxury,63,41
52,201,5.0,340,evening,5,1,autumn,mobile,F,T-shirt,Ralph Lauren,1214206,1597640,24,160,high,purchase,2024-01-05 23:49:14,Saturday,1,23,2024-01-05,Premium,51,100
32,108,2.200319662032463,127,morning,5,8,summer,mobile,F,Shoes,Nike,228748,285935,20,1858,high,view,2023-08-27 11:47:00,Saturday,1,11,2023-08-27,Budget,31,7
163,139,2.0273771109233665,399,morning,1,10,summer,mobile,M,Cardigan,Levi's,1186243,1581658,25,258,low,view,2023-10-28 07:16:34,Tuesday,0,7,2023-10-28,Premium,162,38
179,148,5.0,377,evening,2,5,autumn,mobile,F,Cardigan,Dickies,588777,754843,22,107,high,purchase,2024-05-31 00:59:10,Wednesday,0,0,2024-05-31,Mid,178,47
42,473,5.0,19,evening,5,5,summer,desktop,M,Shoes,Ralph Lauren,2273945,2773104,18,82,high,purchase,2024-05-22 00:54:52,Saturday,1,0,2024-05-22,Luxury,41,372
166,131,5.0,111,evening,0,7,autumn,mobile,F,Sunglasses,Gucci,790675,964238,18,152,high,purchase,2023-07-01 00:53:41,Monday,0,0,2023-07-01,Mid,165,30
153,325,5.0,307,afternoon,5,12,autumn,mobile,F,Jeans,Dickies,591745,704459,16,163,medium,purchase,2023-12-27 17:10:35,Saturday,1,17,2023-12-27,Mid,152,224
94,284,4.514652166177047,53,evening,2,11,autumn,desktop,F,T-shirt,Ralph Lauren,1838997,2215660,17,476,low,cart,2023-11-30 03:27:03,Wednesday,0,3,2023-11-30,Premium,93,183
5,331,5.0,106,morning,5,5,summer,mobile,F,Sunglasses,Ralph Lauren,875370,1094213,20,101,medium,purchase,2023-05-04 06:52:11,Saturday,1,6,2023-05-04,Mid,4,230
105,111,5.0,250,afternoon,6,10,summer,mobile,F,Skirt,Nike,661696,827121,20,165,high,purchase,2024-10-05 15:52:15,Sunday,1,15,2024-10-05,Mid,104,10
184,184,5.0,201,evening,5,2,summer,desktop,M,Jeans,Uniqlo,1019092,1213205,16,84,high,purchase,2023-02-16 03:14:23,Saturday,1,3,2023-02-16,Premium,183,83
107,299,3.229804970142748,103,evening,5,12,summer,mobile,M,Shoes,Uniqlo,1994998,2319766,14,1831,high,view,2023-12-21 04:01:01,Saturday,1,4,2023-12-21,Premium,106,198
116,192,5.0,265,morning,6,7,summer,mobile,F,Skirt,Carhartt,377273,419193,10,305,medium,cart,2024-07-13 08:15:48,Sunday,1,8,2024-07-13,Budget,115,91
56,440,4.617327467985674,182,evening,6,7,summer,mobile,F,Shoes,Adidas,479416,639222,25,115,high,cart,2023-07-28 02:44:12,Sunday,1,2,2023-07-28,Budget,55,339
101,493,3.5925506998310963,191,evening,6,5,spring,mobile,F,Polo Shirt,Gucci,1319918,1649898,20,444,medium,view,2023-05-09 03:01:07,Sunday,1,3,2023-05-09,Premium,100,392
53,342,5.0,105,evening,6,3,summer,mobile,M,Polo Shirt,Pull&Bear,1779216,2093196,15,117,high,purchase,2024-03-06 20:15:15,Sunday,1,20,2024-03-06,Premium,52,241
50,396,5.0,184,evening,6,5,summer,mobile,F,Blouse,Dickies,1961618,2581077,24,265,high,purchase,2024-05-20 03:12:08,Sunday,1,3,2024-05-20,Premium,49,295
133,484,3.540473115902142,58,afternoon,1,10,summer,desktop,F,Blouse,Dickies,1658552,2073190,20,479,high,view,2024-10-31 12:56:37,Tuesday,0,12,2024-10-31,Premium,132,383
63,148,2.9047372233617184,236,morning,3,4,summer,mobile,M,Sunglasses,Lacoste,860114,1036282,17,842,low,view,2024-04-13 06:28:40,Thursday,0,6,2024-04-13,Mid,62,47
78,132,4.965533806631389,336,evening,5,7,autumn,mobile,F,Shoes,Nike,1224099,1610657,24,88,high,cart,2024-07-27 00:12:43,Saturday,1,0,2024-07-27,Premium,77,31
108,476,3.5138054516512405,242,afternoon,5,10,autumn,mobile,F,Sweater,The North Face,1359510,1544898,12,1939,high,view,2024-10-18 17:10:16,Saturday,1,17,2024-10-18,Premium,107,375
77,299,4.78006347403767,59,evening,5,2,winter,tablet,F,Sneakers,Puma,1868373,2099296,11,173,high,cart,2024-02-23 21:23:07,Saturday,1,21,2024-02-23,Premium,76,198
158,179,1.804981305661672,38,evening,5,6,summer,desktop,F,Skirt,Uniqlo,2090495,2680123,22,894,low,view,2023-06-30 00:08:56,Saturday,1,0,2023-06-30,Luxury,157,78
